Id,Company_Name,Level,Parent,Partner_Type,Source,Industry_csimarket,NAICS_code,NAICS_code_2_digit
C2043,Ambarella Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2044,Aluminum Corp Of China Ltd,T1,Caterpillar Inc,Supplier,csimarket,Aluminum,3313,33
C2045,Altra Industrial Motion Corp,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2046,Solarflex Corp.,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C2047,Solazyme Inc,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C2048,SOLECTRON CORPORATION,T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C2049,"Solera National Bancorp, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C2050,"Sunshine Financial, Inc.",T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C2051,Sunway Global Inc.,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2052,Trans Lux Corp,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2053,Alamo Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction & Mining Machinery,3331,33
C2054,The Simply Good Foods Company,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C2055,The St Joe Company,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C2056,The Toro Company,T1,Caterpillar Inc,Supplier,csimarket,Appliance & Tool,3352,33
C2057,Thermon Group Holdings inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2058,Theron Resource Group,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2059,Albemarle Corporation,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C2060,Third Point Reinsurance Ltd,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C2061,Thomas & Betts Corporation,T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C2062,Thor Industries Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Manufacturing,339,33
C2063,Texas Mineral Resources Corp,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2064,Thrive World Wide Inc.,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C2065,"Tht Heat Transfer Technology, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C2066,Thunder Energies Corp,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2067,Thunder Mountain Gold Inc,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2068,Tianci International Inc,T1,Caterpillar Inc,Supplier,csimarket,Oil & Gas Integrated Operations,2111,21
C2069,Akoustis Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C2070,Ak Steel Holding Corporation,T1,Caterpillar Inc,Supplier,csimarket,Iron & Steel,3311,33
C2071,"Ajs Bancorp, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2072,Alcoa Corp,T1,Caterpillar Inc,Supplier,csimarket,Aluminum,3313,33
C2073,The Middleby Corporation,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2074,The Manitowoc Company inc,T1,Caterpillar Inc,Supplier,csimarket,Construction & Mining Machinery,3331,33
C2075,The J M Smucker Company,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C2076,Textron Inc,T1,Caterpillar Inc,Supplier,csimarket,Aerospace & Defense,3364,33
C2077,Tfs Financial Corporation,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C2078,Alio Gold Inc,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2079,The Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2080,Alianza Minerals Ltd.,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2081,The Chemours Company,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C2082,The Clorox Company,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C2083,The Community Financial Corporation,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2084,The Eastern Company,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2085,Alexco Resource Corp,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2086,The First Of Long Island Corporation,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2087,The Goodyear Tire and Rubber Company,T1,Caterpillar Inc,Supplier,csimarket,Tires,44132,44
C2088,The Greenbrier Companies Inc,T1,Caterpillar Inc,Supplier,csimarket,Railroads,482111,48
C2089,The Hain Celestial Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C2090,The Hartford Financial Services Group Inc,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C2091,Alerus Financial Corporation,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C2092,Aleris Corporation,T1,Caterpillar Inc,Supplier,csimarket,Aluminum,3313,33
C2093,Tib Financial Corp.,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2094,Tiburon International Trading Corp,T1,Caterpillar Inc,Supplier,csimarket,Construction & Mining Machinery,3331,33
C2095,Tidelands Bancshares Inc,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C2096,Topbuild Corp,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C2097,Aim Exploration Inc.,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2098,Aikido Pharma Inc,T1,Caterpillar Inc,Supplier,csimarket,Conglomerates,541214,54
C2099,Agy Holding Corp.,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C2100,Torotel Inc,T1,Caterpillar Inc,Supplier,csimarket,Electric & Wiring Equipment,42361,42
C2101,Tortec Group Corp,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C2102,"Touchmark Bancshares, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C2103,Toughbuilt Industries Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Manufacturing,339,33
C2104,"Tower Group International, Ltd.",T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C2105,"Tower International, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Parts,3363,33
C2106,Tower Semiconductor Ltd,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2107,Toyota Motor Credit Corporation,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Manufacturers,3361,33
C2108,Tpi Composites Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Manufacturing,339,33
C2109,Trac Intermodal Llc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Manufacturing,339,33
C2110,"Agritech Worldwide, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C2111,Agnico Eagle Mines Ltd,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2112,Trade Desk Inc,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C2113,Trane Technologies Plc,T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C2114,Tor Minerals International Inc,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C2115,Tootsie Roll Industries Inc,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C2116,"Tii Network Technologies, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C2117,Tompkins Financial Corp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2118,Tile shop holdings inc,T1,Caterpillar Inc,Supplier,csimarket,Furniture & Fixtures,3372,33
C2119,Till Capital Ltd.,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C2120,Timberland Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2121,Timberline Resources Corp,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2122,Timken Co,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C2123,Timkensteel Corporation,T1,Caterpillar Inc,Supplier,csimarket,Iron & Steel,3311,33
C2124,"Titan Energy Worldwide, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Electric & Wiring Equipment,42361,42
C2125,Airnet Technology Inc,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C2126,Titanium Group Ltd,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2127,Titanium Metals Corp,T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C2128,Airgas Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2129,Toa Distribution Systems Inc.,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2130,Tofutti Brands Inc,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C2131,Air Products And Chemicals Inc,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C2132,Toll Brothers Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C2133,Air Industries Group,T1,Caterpillar Inc,Supplier,csimarket,Aerospace & Defense,3364,33
C2134,Tombstone Exploration Corp,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2135,All American Gold Corp.,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2136,Texas Instruments Incorporated,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2137,Sunworks Inc,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C2138,"Talmer Bancorp, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C2139,Sypris Solutions Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2140,Sysco Corporation,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C2141,"T Bancshares, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2142,"T-Mobile US, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C2143,Allied American Steel Corp.,T1,Caterpillar Inc,Supplier,csimarket,Iron & Steel,3311,33
C2144,"T3 Motion, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Parts,3363,33
C2145,Taitron Components Inc,T1,Caterpillar Inc,Supplier,csimarket,Electric & Wiring Equipment,42361,42
C2146,Taiwan Semiconductor Manufacturing Co Ltd,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2147,Alliance Fiber Optic Products Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2148,Texas Industries Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Raw Materials,423320,42
C2149,Tantech Holdings Ltd,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C2150,Tanzanian Gold Corp,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2151,Tao Minerals Ltd.,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2152,"Taronis Technologies, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2153,Tarsier Ltd.,T1,Caterpillar Inc,Supplier,csimarket,Electric & Wiring Equipment,42361,42
C2154,Taseko Mines Ltd,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2155,Tat Technologies Ltd,T1,Caterpillar Inc,Supplier,csimarket,Aerospace & Defense,3364,33
C2156,Tata Motors Ltd,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Manufacturers,3361,33
C2157,"Synutra International, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C2158,Synthesis Energy Systems Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2159,Synovus Financial Corp,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C2160,Synalloy Corporation,T1,Caterpillar Inc,Supplier,csimarket,Iron & Steel,3311,33
C2161,Supercom Ltd,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C2162,Superconductor Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C2163,Superior Industries International Inc,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Parts,3363,33
C2164,Supertex Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2165,Supreme Industries Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction & Mining Machinery,3331,33
C2166,"Surepure, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2167,Surge Components Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2168,"Surge Holdings, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C2169,Surrey Bancorp,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2170,Susglobal Energy Corp,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2171,Sutor Technology Group Ltd,T1,Caterpillar Inc,Supplier,csimarket,Iron & Steel,3311,33
C2172,Allison Transmission Holdings inc,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Parts,3363,33
C2173,"ALLIED WASTE INDUSTRIES, INC.",T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C2174,Allied Nevada Gold Corp.,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2175,Svb Financial Group,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C2176,Sydys Corp,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C2177,"SYMBOL TECHNOLOGIES, INC.",T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C2178,Tauriga Sciences Inc,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C2179,Taylor Devices Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2180,Taylor Morrison Home Corp,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C2181,Telkonet Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Manufacturing,339,33
C2182,Temple-Inland Inc.,T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C2183,Tempur Sealy International Inc,T1,Caterpillar Inc,Supplier,csimarket,Furniture & Fixtures,3372,33
C2184,Tenaris Sa,T1,Caterpillar Inc,Supplier,csimarket,Iron & Steel,3311,33
C2185,Tennant Company,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2186,Allegheny Technologies Incorporated,T1,Caterpillar Inc,Supplier,csimarket,Iron & Steel,3311,33
C2187,Terex Corporation,T1,Caterpillar Inc,Supplier,csimarket,Construction & Mining Machinery,3331,33
C2188,Alleghany Corp,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C2189,Ternium S a,T1,Caterpillar Inc,Supplier,csimarket,Iron & Steel,3311,33
C2190,Terra Nitrogen Co L P,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C2191,Terrace Ventures Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Raw Materials,423320,42
C2192,"Terravia Holdings, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C2193,Territorial Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C2194,Tesco Corp,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C2195,Tesla Inc,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Manufacturers,3361,33
C2196,Tessera Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2197,Tetra Tech inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Services,23,23
C2198,Texas Capital Bancshares Inc,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C2199,"TELLABS, INC.",T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C2200,Telenav Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2201,Tcf Financial Corporation,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C2202,Teledyne Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2203,Tcp International Holdings Ltd.,T1,Caterpillar Inc,Supplier,csimarket,Electric & Wiring Equipment,42361,42
C2204,Td Holdings Inc,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2205,Tdh Holdings Inc,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C2206,Te Connectivity ltd,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C2207,Teardroppers Inc,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C2208,"Tec Technology, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C2209,Alliance Bankshares Corp,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2210,Technical Communications Corp,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C2211,Technipfmc Plc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C2212,"Alliance Bancorp, Inc. Of Pennsylvania",T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C2213,Techprecision Corp,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Fabricated Products,332999,33
C2214,Teck Resources Ltd,T1,Caterpillar Inc,Supplier,csimarket,Construction Raw Materials,423320,42
C2215,Tecnoglass Inc,T1,Caterpillar Inc,Supplier,csimarket,Construction Raw Materials,423320,42
C2216,Allegiance Bancshares Inc,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2217,Tecogen Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2218,Tecumseh Products Company,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2219,Telaria Inc,T1,Caterpillar Inc,Supplier,csimarket,Advertising,54181,54
C2220,Mountain Province Diamonds Inc,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2221,Merchants Bancorp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2222,Motorola Solutions inc,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C2223,Exelis Inc.,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C2224,Byrna Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2225,Everest Reinsurance Holdings Inc,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C2226,Everquote Inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C2227,Everspin Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2228,Evo Transportation and Energy Services Inc,T1,Caterpillar Inc,Supplier,csimarket,Automotive Aftermarket,8111,81
C2229,Exar Corporation,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2230,Byline Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2231,Exeled Holdings Inc.,T1,Caterpillar Inc,Supplier,csimarket,Appliance & Tool,3352,33
C2232,Exent Corp,T1,Caterpillar Inc,Supplier,csimarket,Iron & Steel,3311,33
C2233,Equity Bancshares Inc,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2234,Bwx Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2235,Business First Bancshares Inc,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2236,Exone Co,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2237,Extreme Networks Inc,T1,Caterpillar Inc,Supplier,csimarket,Computer Networks,541519,54
C2238,Exxon Mobil Corporation,T1,Caterpillar Inc,Supplier,csimarket,Oil & Gas Integrated Operations,2111,21
C2239,Ezchip Semiconductor Ltd,T1,Caterpillar Inc,Supplier,csimarket,Computer Networks,541519,54
C2240,F and m Bank Corp,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2241,BURLINGTON NORTHERN SANTA FE CORP.,T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C2242,C and F Financial Corp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2243,Evans Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2244,"C1 Financial, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2245,Eureka Financial Corp.,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C2246,Cadence Bancorporation,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2247,Erickson Inc.,T1,Caterpillar Inc,Supplier,csimarket,Aerospace & Defense,3364,33
C2248,Ericsson Lm Telephone Co,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C2249,Esco Technologies inc,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C2250,Cabot Microelectronics Corporation,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2251,Cabot Corporation,T1,Caterpillar Inc,Supplier,csimarket,Chemical Manufacturing,325,32
C2252,"Esp Resources, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Chemicals - Plastics & Rubber,326,32
C2253,Espey Mfg and Electronics Corp,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2254,Esquire Financial Holdings inc,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2255,Essa Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2256,Essendant Inc,T1,Caterpillar Inc,Supplier,csimarket,Paper & Paper Products,322,32
C2257,Essent Group Ltd,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C2258,Essential Innovations Technology Corp,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2259,Essex Rental Corp.,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2260,Esterline Technologies Corp,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2261,Ethan Allen Interiors Inc,T1,Caterpillar Inc,Supplier,csimarket,Furniture & Fixtures,3372,33
C2262,ETRADE Financial Corporation,T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C2263,Bunker Hill Mining Corp,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2264,Bunge Limited,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C2265,F5 Networks Inc,T1,Caterpillar Inc,Supplier,csimarket,Computer Networks,541519,54
C2266,Fentura Financial Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2267,Ffbw Inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C2268,Fiat Chrysler Automobiles N.v.,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Manufacturers,3361,33
C2269,Fidelity D and D Bancorp Inc,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2270,Fidelity Southern Corp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2271,Fifth Third Bancorp,T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C2272,Financial Institutions Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2273,Fincera Inc.,T1,Caterpillar Inc,Supplier,csimarket,Automotive Aftermarket,8111,81
C2274,Findex Com Inc,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Manufacturing,339,33
C2275,Finisar Corp,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2276,Finjan Holdings Inc,T1,Caterpillar Inc,Supplier,csimarket,Conglomerates,541214,54
C2277,First Acceptance Corp,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C2278,First Ban corp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2279,First Bancorp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2280,First Bancshares Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2281,"First Banks, Inc",T1,Caterpillar Inc,Supplier,csimarket,Money Center Banks,521,52
C2282,First Busey Corporation,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2283,First Business Financial Services Inc,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2284,Ferro Corporation,T1,Caterpillar Inc,Supplier,csimarket,Miscellaneous Manufacturing,339,33
C2285,"Fenix Parts, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Parts,3363,33
C2286,Fabrinet,T1,Caterpillar Inc,Supplier,csimarket,Communications Equipment,3342,33
C2287,Feihe International Inc,T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C2288,"Bulova Technologies Group, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Aerospace & Defense,3364,33
C2289,Fairchild Semiconductor International Inc,T1,Caterpillar Inc,Supplier,csimarket,Semiconductors,334413,33
C2290,Fairmount Santrol Holdings Inc.,T1,Caterpillar Inc,Supplier,csimarket,Construction Raw Materials,423320,42
C2291,FANNIE MAE,T1,Caterpillar Inc,Supplier,csimarket,Legacy,541611,54
C2292,Farmer Brothers Co,T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C2293,Farmers and Merchants Bancshares Inc,T1,Caterpillar Inc,Supplier,csimarket,S&Ls Savings Banks,522120,52
C2294,Farmers Capital Bank Corp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2295,Farmers National Banc Corp,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2296,"Farmmi, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Food Processing,311,31
C2297,Faro Technologies Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
C2298,Fauquier Bankshares Inc,T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2299,Fb Financial Corporation,T1,Caterpillar Inc,Supplier,csimarket,Commercial Banks,522110,52
C2300,"Fcb Financial Holdings, Inc.",T1,Caterpillar Inc,Supplier,csimarket,Regional Banks,522110,52
C2301,Bullfrog Gold Corp,T1,Caterpillar Inc,Supplier,csimarket,Metal Mining,2122,21
C2302,Federal Mogul Corp,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Parts,3363,33
C2303,Federal Signal Corporation,T1,Caterpillar Inc,Supplier,csimarket,Auto & Truck Manufacturers,3361,33
C2304,Fednat holding company,T1,Caterpillar Inc,Supplier,csimarket,Property & Casualty Insurance,524126,52
C2305,Cae Inc,T1,Caterpillar Inc,Supplier,csimarket,Industrial Machinery and Components,3332,33
