Id,Company_Name,Level,Parent,Partner_Type,Source,Industry_csimarket,NAICS_code,NAICS_code_2_digit
C1,Caterpillar Inc,T0,,Supplier,BoL,Construction & Mining Machinery,3331,33
C2,Perkins Engines Company Limited,T1,Caterpillar Inc,Supplier,BoL,Electrical Equipment Manufacturing,3353,33
C3,Caterpillar Logistics (Shanghai) Co,T1,Caterpillar Inc,Supplier,BoL,Scheduled Freight Air Transportation,481112,48
C4,Caterpillar of Delaware Inc,T1,Caterpillar Inc,Supplier,BoL,Construction,23,23
C5,Wacker Neuson Linz Gmbh,T1,Caterpillar Inc,Supplier,BoL,Construction,23,23
C6,Caterpillar Paving Products Inc,T1,Caterpillar Inc,Supplier,BoL,Construction,23,23
C7,Caterpillar France Sa,T1,Caterpillar Inc,Supplier,BoL,Construction,23,23
C8,Caterpillar Africa Pty Ltd,T1,Caterpillar Inc,Supplier,BoL,Hunting and Trapping,1142,11
C9,Caterpillar Suzhou Logistics,T1,Caterpillar Inc,Supplier,BoL,Construction,23,23
C10,"Mitsubishi Nichiyu Forklift Co.,Ltd",T1,Caterpillar Inc,Supplier,BoL,Hunting and Trapping,1142,11
C11,Caterpillar Americas Cv,T1,Caterpillar Inc,Supplier,BoL,Other Electronic Parts and Equipment Merchant Wholesalers,42369,42
C12,Caterpillar Global Mining Europe,T1,Caterpillar Inc,Supplier,BoL,Construction,23,23
C13,Asiatrak Tianjin Ltd.,T1,Caterpillar Inc,Supplier,BoL,Construction,23,23
C14,Caterpillar India Pvt Ltd,T1,Caterpillar Inc,Supplier,BoL,Construction,23,23
C15,Caterpillar Reman Drivetrain,T1,Caterpillar Inc,Importer,BoL,Other Electronic Parts and Equipment Merchant Wholesalers,42369,42
C16,Metalurgica Peruana S.a.,T1,Caterpillar Inc,Supplier,BoL,Steel Investment Foundries,331512,33
C17,Caterpillar Materiels Routiers,T1,Caterpillar Inc,Supplier,BoL,Construction,23,23
C18,Caterpillar Hungary / Components,T1,Caterpillar Inc,Importer,BoL,Steel Investment Foundries,331512,33
C19,Caterpillar Belgium S a,T1,Caterpillar Inc,Supplier,BoL,Construction,23,23
C20,Caterpillar Brasil Comercio,T1,Caterpillar Inc,Supplier,BoL,Construction,23,23
C21,Caterpillar Wujiang Ltd,T1,Caterpillar Inc,Supplier,BoL,Construction Machinery Manufacturing,333120,33
C22,Caterpillar Work Tools,T1,Caterpillar Inc,Supplier,BoL,Construction,23,23
C23,"Caterpillar (China) Investment Co.,",T1,Caterpillar Inc,Supplier,BoL,Industrial Machinery Manufacturing,3332,33
C24,Caterpillar Undercarriage Xuzhou Co,T1,Caterpillar Inc,Supplier,BoL,Electrical Equipment Manufacturing,3353,33
C25,Caterpillar Torreon S De Rl De,T1,Caterpillar Inc,Supplier,BoL,Metal Ore Mining,2122,21
C26,Caterpillar Distribution Services E,T1,Caterpillar Inc,Supplier,BoL,Hunting and Trapping,1142,11
C27,Perkins Motores Do Brasil Ltda,T1,Caterpillar Inc,Supplier,BoL,Motor Vehicle Parts Manufacturing,3363,33
C28,Caterpillar Overseas Sa,T1,Caterpillar Inc,Supplier,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C29,Caterpillar Tosno,T1,Caterpillar Inc,Supplier,BoL,Construction,23,23
C30,Caterpillar Japan Ltd.,T1,Caterpillar Inc,Supplier,BoL,Office Supplies and Stationery Stores,45321,45
C31,Caterpillar Precision Seals Korea,T1,Caterpillar Inc,Supplier,BoL,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",532412,53
C32,Caterpillar Services Limited,T1,Caterpillar Inc,Supplier,BoL,Commercial and Institutional Building Construction,236220,23
C33,Caterpillar R&D Center China Co,T1,Caterpillar Inc,Supplier,BoL,Scientific Research and Development Services,5417,54
C34,Caterpillar S.a.R.L.,T1,Caterpillar Inc,Supplier,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C35,Caterpillar Remanufacturing,T1,Caterpillar Inc,Supplier,BoL,Other Electronic Parts and Equipment Merchant Wholesalers,42369,42
C36,Caterpillar Shanghai Trading,T1,Caterpillar Inc,Supplier,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C37,Caterpillar Sarl,T1,Caterpillar Inc,Supplier,BoL,Hunting and Trapping,1142,11
C38,American Axle & Manufacturing D,T1,Caterpillar Inc,Supplier,BoL,Auto & Truck Parts,3363,33
C39,"Donaldson Company, Inc. (NYSE:DCI)",T1,Caterpillar Inc,Strategic Alliance,SEC,Miscellaneous Manufacturing,339,33
C40,Qsc Corp,T1,Caterpillar Inc,Supplier,BoL,Audio and Video Equipment Manufacturing,334310,33
C41,Rocla Oy,T1,Caterpillar Inc,Supplier,BoL,Machine Shops,33271,33
C42,Slr Elsterheide Gmbh,T1,Caterpillar Inc,Supplier,BoL,Plate Work Manufacturing,332313,33
C43,Slr Giesserei St. Leon Rot Gmbh,T1,Caterpillar Inc,Supplier,BoL,Iron Foundries,331511,33
C44,Caterpillar Sa,T1,Caterpillar Inc,Supplier,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C45,Battlefield Equipment Rentals,T1,Caterpillar Inc,Importer,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C46,Linamar Automotive Systems,T1,Caterpillar Inc,Supplier,BoL,Motor Vehicle Transmission and Power Train Parts Manufacturing,336350,33
C47,RBC Bearings Incorporated (NasdaqGS:ROLL),T1,Caterpillar Inc,Supplier,SEC,Miscellaneous Fabricated Products,332999,33
C48,Louisiana Machinery Company Llc,T1,Caterpillar Inc,Importer,BoL,Farm and Garden Machinery and Equipment Merchant Wholesalers,423820,42
C49,Karl Senner Inc,T1,Caterpillar Inc,Importer,BoL,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",333612,33
C50,Rimco (Barbados) Srl,T1,Caterpillar Inc,Importer,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C51,Caterpillar Service Limited,T1,Caterpillar Inc,Supplier,BoL,Commercial and Institutional Building Construction,236220,23
C52,Renewable Energy Generation Limited,T1,Caterpillar Inc,Strategic Alliance,SEC,Chemical Manufacturing,325,32
C53,"Remy International Inc., Two Subsidiaries",T1,Caterpillar Inc,Direct Investment,SEC,Auto & Truck Parts,3363,33
C54,M/S.Eastern Machine Elements,T1,Caterpillar Inc,Supplier,BoL,Industrial Machinery and Equipment Merchant Wholesalers,423830,42
C55,Kunshan Variety Plastic & Hard,T1,Caterpillar Inc,Supplier,BoL,Plastics Product Manufacturing,3261,32
C56,Siemens Electric Machines S.R.O.,T1,Caterpillar Inc,Supplier,BoL,Postal Service,4911,49
C57,"Rush Enterprises, Inc. (NasdaqGS:RUSH.B)",T1,Caterpillar Inc,Supplier,SEC,Automotive Aftermarket,8111,81
C58,Kramer Ltd.,T1,Caterpillar Inc,Importer,BoL,Other Computer Related Services,541519,54
C59,Sh Pac,T1,Caterpillar Inc,Supplier,BoL,Fluid Power Cylinder and Actuator Manufacturing,333995,33
C60,"Schmitt Industries, Inc. (NasdaqCM:SMIT)",T1,Caterpillar Inc,Supplier,SEC,Industrial Machinery and Components,3332,33
C61,Schabmueller Gmbh,T1,Caterpillar Inc,Supplier,BoL,Motor Vehicle Electrical and Electronic Equipment Manufacturing,336320,33
C62,Shanghai Ragle Transmission,T1,Caterpillar Inc,Supplier,BoL,Motor Vehicle Transmission and Power Train Parts Manufacturing,336350,33
C63,Sandvik Mining and Construction,T1,Caterpillar Inc,Supplier,BoL,Other Heavy and Civil Engineering Construction,237990,23
C64,Enerpac Tool Group Corp. (NYSE:EPAC),T1,Caterpillar Inc,Supplier,SEC,Industrial Machinery and Components,3332,33
C65,Escoto Customs Brokers Maquinaria,T1,Caterpillar Inc,Importer,BoL,Freight Transportation Arrangement,488510,48
C66,Ruhrtaler Gesenkschmiede,T1,Caterpillar Inc,Supplier,BoL,Iron and Steel Forging,332111,33
C67,"Lei Shing Hong Machinery Co.,Ltd",T1,Caterpillar Inc,Supplier,BoL,Industrial Machinery Manufacturing,33324,33
C68,Shanghai Yunliang Forging,T1,Caterpillar Inc,Supplier,BoL,Iron and Steel Forging,332111,33
C69,"Shanxi Huaxiang Group Co.,Ltd",T1,Caterpillar Inc,Supplier,BoL,Other Motor Vehicle Parts Manufacturing,336390,33
C70,Royal Bank of Canada (TSX:RY),T1,Caterpillar Inc,Lender,SEC,Money Center Banks,521,52
C71,Shaoguan Hongda Gear Co Ltd,T1,Caterpillar Inc,Supplier,BoL,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",333612,33
C72,Rosenboom Machine & Tool,T1,Caterpillar Inc,Importer,BoL,All Other Miscellaneous Manufacturing,339999,33
C73,Rocla Oyj,T1,Caterpillar Inc,Supplier,BoL,Machine Shops,33271,33
C74,Shenhua Logistics Group Corporation,T1,Caterpillar Inc,Importer,BoL,Freight Transportation Arrangement,488510,48
C75,Shenyang Union Hydraulics Inc,T1,Caterpillar Inc,Supplier,BoL,Fluid Power Valve and Hose Fitting Manufacturing,332912,33
C76,Kishan Autoparts Pvt Ltd,T1,Caterpillar Inc,Supplier,BoL,Automotive Parts and Accessories Stores,441310,44
C77,Gough Gough & Hamer,T1,Caterpillar Inc,Importer,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C78,Machinery & Energy Ltd,T1,Caterpillar Inc,Supplier,BoL,Oil and Gas Field Machinery and Equipment Manufacturing,333132,33
C79,Monark Equipment Corporation,T1,Caterpillar Inc,Importer,BoL,"Nursery, Garden Center, and Farm Supply Stores",444220,44
C80,Casa Comercial Mathews Sa Cemcol,T1,Caterpillar Inc,Supplier,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C81,Eaton Hydraulic Llc 3769p,T1,Caterpillar Inc,Importer,BoL,Fluid Power Cylinder and Actuator Manufacturing,333995,33
C82,Corporacion General De Tractores S,T1,Caterpillar Inc,Importer,BoL,Used Car Dealers,441120,44
C83,Msb Corporation,T1,Caterpillar Inc,Supplier,BoL,Other Activities Related to Credit Intermediation,522390,52
C84,MUFG Bank,T1,Caterpillar Inc,Unidentified,SEC,Blood and Organ Banks,621991,62
C85,Pama S.P.a.,T1,Caterpillar Inc,Supplier,BoL,Machine Shops,332710,33
C86,Carraro China Drive Systems Co,T1,Caterpillar Inc,Supplier,BoL,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",333612,33
C87,"Daechang Forging Co., Ltd.",T1,Caterpillar Inc,Supplier,BoL,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,336310,33
C88,Daesung Hi,T1,Caterpillar Inc,Supplier,BoL,Machine Tool Manufacturing,333517,33
C89,Okanetsu Machinery Changzhou Co Ltd,T1,Caterpillar Inc,Supplier,BoL,Farm Machinery and Equipment Manufacturing,333111,33
C90,Daewoo International Corporation,T1,Caterpillar Inc,Supplier,BoL,Rolled Steel Shape Manufacturing,331221,33
C91,"Dalian Nitto Plastic Moloding Co.,",T1,Caterpillar Inc,Supplier,BoL,Plastics Product Manufacturing,3261,32
C92,Duesterloh Fluidtechnik Gmbh,T1,Caterpillar Inc,Supplier,BoL,Pump and Compressor Manufacturing,33391,33
C93,Dana Spicer Off Highway,T1,Caterpillar Inc,Supplier,BoL,Manufacturing,31-33,31
C94,Nippon Yusoki Co. Ltd.,T1,Caterpillar Inc,Supplier,BoL,Material Handling Equipment Manufacturing,33392,33
C95,"Drb Industrial Co., Ltd.",T1,Caterpillar Inc,Supplier,BoL,Plastics and Rubber Products Manufacturing,326,32
C96,Daub Manufacturing Bv,T1,Caterpillar Inc,Supplier,BoL,Industrial Machinery Manufacturing,3332,33
C97,Neptune Lines Inc,T1,Caterpillar Inc,Importer,BoL,"Process, Physical Distribution, and Logistics Consulting Services",541614,54
C98,Delta Hydraulics Pty Ltd,T1,Caterpillar Inc,Supplier,BoL,"Architectural, Engineering, and Related Services",5413,54
C99,Carbones Del Cerrejon Limited,T1,Caterpillar Inc,Supplier,BoL,Coal Mining,21211,21
C100,Nedcon Magazijninrichting B.V.,T1,Caterpillar Inc,Supplier,BoL,Lessors of Miniwarehouses and Self-Storage Units,531130,53
C101,Denso Marrston Ltd,T1,Caterpillar Inc,Supplier,BoL,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,333415,33
C102,Nanjing Automobile Import&Exp,T1,Caterpillar Inc,Supplier,BoL,Automobile and Other Motor Vehicle Merchant Wholesalers,423110,42
C103,Denso Marston Ltd,T1,Caterpillar Inc,Supplier,BoL,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,333415,33
C104,Dinex a S,T1,Caterpillar Inc,Supplier,BoL,Other Services (except Public Administration),81,81
C105,Cooper-Standard Holdings Inc. (NYSE:CPS),T1,Caterpillar Inc,Supplier,SEC,Auto & Truck Parts,3363,33
C106,"Commercial Vehicle Group, Inc. (NasdaqGS:CVGI)",T1,Caterpillar Inc,Supplier,SEC,Auto & Truck Parts,3363,33
C107,CalAmp Corp. (NasdaqGS:CAMP),T1,Caterpillar Inc,Supplier,SEC,Communications Equipment,3342,33
C108,Atlantic Tractors & Equipment,T1,Caterpillar Inc,Importer,BoL,Farm and Garden Machinery and Equipment Merchant Wholesalers,423820,42
C109,Empresas Matco S a De C V,T1,Caterpillar Inc,Importer,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C110,Mannstaedt Gmbh,T1,Caterpillar Inc,Supplier,BoL,Rolling and Drawing of Purchased Steel,33122,33
C111,"Maquinaria Y Tractores, Ltda.",T1,Caterpillar Inc,Importer,BoL,Farm and Garden Machinery and Equipment Merchant Wholesalers,423820,42
C112,"Bank of America, National Association",T1,Caterpillar Inc,Lender,SEC,Money Center Banks,521,52
C113,Caterpillar (Uk) Limited,T1,Caterpillar Inc,Supplier,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C114,"Maruzen Showa Unyu Co.,Ltd.",T1,Caterpillar Inc,Supplier,BoL,"Management, Scientific, and Technical Consulting Services",5416,54
C115,Beijing Kaishengao Imp.&Exp.,T1,Caterpillar Inc,Supplier,BoL,Wholesale Trade,42,42
C116,Gkn Wheels (Liuzhou) Company Ltd.,T1,Caterpillar Inc,Supplier,BoL,Other Motor Vehicle Parts Manufacturing,336390,33
C117,Mcfe Bv,T1,Caterpillar Inc,Supplier,BoL,"Engine, Turbine, and Power Transmission Equipment Manufacturing",3336,33
C118,Menlo Worldwide Logistics Cust,T1,Caterpillar Inc,Importer,BoL,"Process, Physical Distribution, and Logistics Consulting Services",541614,54
C119,Menlow Worldwide Logistics,T1,Caterpillar Inc,Importer,BoL,"Process, Physical Distribution, and Logistics Consulting Services",541614,54
C120,Caterpillar Baltimore Product Distr,T1,Caterpillar Inc,Importer,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C121,"Mid-Kansas Electric Company,Llc",T1,Caterpillar Inc,Importer,BoL,Other Electric Power Generation,221118,22
C122,"Minera Real De Angeles,S.a. De C.V.",T1,Caterpillar Inc,Importer,BoL,Gold Ore Mining,212221,21
C123,Mining Equipment Ltd.,T1,Caterpillar Inc,Supplier,BoL,Mining Machinery and Equipment Manufacturing,333131,33
C124,Electro Aco Altona,T1,Caterpillar Inc,Importer,BoL,Steel Foundries (except Investment),331513,33
C125,Mitsubishi Heavy Industries Ltd,T1,Caterpillar Inc,Supplier,BoL,Other Miscellaneous Durable Goods Merchant Wholesalers,423990,42
C126,Plastic Omnium Composites Jiangsu C,T1,Caterpillar Inc,Supplier,BoL,All Other Miscellaneous Manufacturing,339999,33
C127,Pietro Carnaghi Spa,T1,Caterpillar Inc,Supplier,BoL,Machine Tool Manufacturing,333517,33
C128,"ASV Holdings, Inc.",T1,Caterpillar Inc,Supplier,SEC,Construction & Mining Machinery,3331,33
C129,Phu Thai Industries Co Ltd,T1,Caterpillar Inc,Supplier,BoL,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",532412,53
C130,Ckc Machine Handel Surmac Nv,T1,Caterpillar Inc,Supplier,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C131,Modine Manufacturing Company (NYSE:MOD),T1,Caterpillar Inc,Supplier,SEC,Auto & Truck Parts,3363,33
C132,Cls Clayton Distribution Center,T1,Caterpillar Inc,Importer,BoL,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",333924,33
C133,Cls Mcfa,T1,Caterpillar Inc,Importer,BoL,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",333924,33
C134,Elfe S R O,T1,Caterpillar Inc,Supplier,BoL,Mining Machinery and Equipment Manufacturing,333131,33
C135,Soimpex S a,T1,Caterpillar Inc,Importer,BoL,Construction Machinery Manufacturing,333120,33
C136,Kab Seating,T1,Caterpillar Inc,Supplier,BoL,Other Motor Vehicle Parts Manufacturing,336390,33
C137,Tractafric Equipment Maroc,T1,Caterpillar Inc,Supplier,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C138,"Hebei North Casting Industry Co.,Lt",T1,Caterpillar Inc,Supplier,BoL,Steel Foundries (except Investment),331513,33
C139,BorgWarner Inc. (NYSE:BWA),T1,Caterpillar Inc,Supplier,SEC,Auto & Truck Parts,3363,33
C140,Vanguard Logistics,T1,Caterpillar Inc,Importer,BoL,Freight Transportation Arrangement,488510,48
C141,Borg Warner Beru Systems Gmbh,T1,Caterpillar Inc,Supplier,BoL,Motor Vehicle Transmission and Power Train Parts Manufacturing,336350,33
C142,Usui Susira International Private,T1,Caterpillar Inc,Supplier,BoL,Fluid Power Valve and Hose Fitting Manufacturing,332912,33
C143,Heegeon Tech Co,T1,Caterpillar Inc,Supplier,BoL,Marketing Research and Public Opinion Polling,541910,54
C144,Hefei Dingli Forging Co Ltd,T1,Caterpillar Inc,Supplier,BoL,Iron and Steel Mills and Ferroalloy Manufacturing,331110,33
C145,Hewitt Equipment Limited,T1,Caterpillar Inc,Importer,BoL,Other Industrial Machinery Manufacturing,333249,33
C146,Hillsboro Energy Llc,T1,Caterpillar Inc,Importer,BoL,Bituminous Coal and Lignite Surface Mining,212111,21
C147,Una Trading Fze,T1,Caterpillar Inc,Importer,BoL,Commodity Contracts Dealing,523130,52
C148,Gardner Denver Oy,T1,Caterpillar Inc,Supplier,BoL,Industrial Machinery and Equipment Merchant Wholesalers,423830,42
C149,U.S. Bank National Association,T1,Caterpillar Inc,Lender,SEC,Metal Mining,2122,21
C150,Tuschen + Zimmermann,T1,Caterpillar Inc,Supplier,BoL,Conveyor and Conveying Equipment Manufacturing,333922,33
C151,Hoffmann & Co Elektrokohle Ag,T1,Caterpillar Inc,Supplier,BoL,Custom Computer Programming Services,541511,54
C152,Fuzhou Kingduan Industrial,T1,Caterpillar Inc,Supplier,BoL,Other Motor Vehicle Parts Manufacturing,336390,33
C153,Hol Mac Co,T1,Caterpillar Inc,Importer,BoL,Fabricated Structural Metal Manufacturing,332312,33
C154,Holt Power Systems (Cat),T1,Caterpillar Inc,Importer,BoL,Motor and Generator Manufacturing,335312,33
C155,Huazhou Machinery Technology,T1,Caterpillar Inc,Supplier,BoL,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,811310,81
C156,First Tractor Co Ltd,T1,Caterpillar Inc,Supplier,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C157,Finnings International Inc,T1,Caterpillar Inc,Importer,BoL,Other Industrial Machinery Manufacturing,333249,33
C158,Finning Soluciones Mineras S.a.,T1,Caterpillar Inc,Supplier,BoL,Other Industrial Machinery Manufacturing,333249,33
C159,"Iiasa Panama, S.a.",T1,Caterpillar Inc,Supplier,BoL,Wholesale Trade Agents and Brokers,425120,42
C160,Trimble Inc. (NasdaqGS:TRMB),T1,Caterpillar Inc,Distributor,SEC,Industrial Machinery and Components,3332,33
C161,Ilmeg Products Ab,T1,Caterpillar Inc,Supplier,BoL,All Other Rubber Product Manufacturing,326299,32
C162,"Triangle Tyre Co.,Ltd.No.56",T1,Caterpillar Inc,Supplier,BoL,Tire Manufacturing (except Retreading),326211,32
C163,Implementos Y Maquinarias C Xa,T1,Caterpillar Inc,Supplier,BoL,Packaging Machinery Manufacturing,333993,33
C164,Agencia Diaz De Vega,T1,Caterpillar Inc,Importer,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C165,Ve Commercial Vehicles Limited,T1,Caterpillar Inc,Supplier,BoL,Motor Vehicle Transmission and Power Train Parts Manufacturing,336350,33
C166,Bosch Rexroth Ag,T1,Caterpillar Inc,Supplier,BoL,Industrial Machinery and Equipment Merchant Wholesalers,423830,42
C167,Hazemag & Epr Gmbh,T1,Caterpillar Inc,Supplier,BoL,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238,42
C168,Aa Bernardo Pasquel Y De Vega,T1,Caterpillar Inc,Importer,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C169,"Grupo Financiero Caterpillar Mexico, S.A. de C.V.",T1,Caterpillar Inc,Direct Investment,SEC,Money Center Banks,521,52
C170,Bridgestone Corporation,T1,Caterpillar Inc,Supplier,BoL,Tire Manufacturing (except Retreading),326211,32
C171,Gss Hydraulics,T1,Caterpillar Inc,Supplier,BoL,Fluid Power Pump and Motor Manufacturing,333996,33
C172,Brickham Stamping Company,T1,Caterpillar Inc,Importer,BoL,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",332119,33
C173,Zf Friedrichshafen Ag,T1,Caterpillar Inc,Supplier,BoL,All Other Plastics Product Manufacturing,326199,32
C174,Zahid Tractor,T1,Caterpillar Inc,Importer,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C175,Guoli Heavy Machinery,T1,Caterpillar Inc,Supplier,BoL,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",532412,53
C176,a. Bernardo Pasquel Y De Vega,T1,Caterpillar Inc,Importer,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C177,Yantai Shougang Dongxing,T1,Caterpillar Inc,Supplier,BoL,Motor Vehicle Parts Manufacturing,3363,33
C178,Yamashin Cebu Filter Mfg Corp,T1,Caterpillar Inc,Supplier,BoL,Other Motor Vehicle Parts Manufacturing,33639,33
C179,a.W. Fraser Ltd,T1,Caterpillar Inc,Supplier,BoL,Other Nonferrous Metal Foundries (except Die-Casting),331529,33
C180,"Xuzhou But International Trade Co.,",T1,Caterpillar Inc,Supplier,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C181,Gentrac,T1,Caterpillar Inc,Supplier,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C182,Vintage Parts,T1,Caterpillar Inc,Importer,BoL,Used Merchandise Stores,453310,45
C183,Wuhu Risever Machine Co Ltd,T1,Caterpillar Inc,Supplier,BoL,Architectural and Structural Metals Manufacturing,3323,33
C184,Worthington Steelpac Systems,T1,Caterpillar Inc,Importer,BoL,Steel Foundries (except Investment),331513,33
C185,General De Equipos De Colombia Sa,T1,Caterpillar Inc,Supplier,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C186,Wieland Werke Aktiengesellschaft,T1,Caterpillar Inc,Supplier,BoL,Nonferrous Metal (except Aluminum) Smelting and Refining,331410,33
C187,Westpac Banking Corporation (ASX:WBC),T1,Caterpillar Inc,Lender,SEC,Money Center Banks,521,52
C188,Westar Internationale Spedition Gmb,T1,Caterpillar Inc,Supplier,BoL,Freight Transportation Arrangement,488510,48
C189,Westar,T1,Caterpillar Inc,Supplier,BoL,Freight Transportation Arrangement,488510,48
C190,Bradken Foundry,T1,Caterpillar Inc,Supplier,BoL,Iron and Steel Mills and Ferroalloy Manufacturing,331110,33
C191,"Wells Fargo Bank, National Association",T1,Caterpillar Inc,Lender,SEC,Money Center Banks,521,52
C192,Aceromex S.a. De C.V,T1,Caterpillar Inc,Supplier,BoL,Industrial Supplies Merchant Wholesalers,42384,42
C193,Waldrich Coburg,T1,Caterpillar Inc,Supplier,BoL,All Other Miscellaneous General Purpose Machinery Manufacturing,333999,33
C194,Hawthorne Pacific Corp.,T1,Caterpillar Inc,Supplier,BoL,Farm and Garden Machinery and Equipment Merchant Wholesalers,423820,42
C195,Importadora Industrial Agricola S a,T1,Caterpillar Inc,Importer,BoL,Industrial Supplies Merchant Wholesalers,423840,42
C196,Tss Logistics Center Americas,T1,Caterpillar Inc,Importer,BoL,Freight Transportation Arrangement,488510,48
C197,"Dingxiang Yute Flange Co.,Ltd",T1,Caterpillar Inc,Supplier,BoL,Iron and Steel Forging,332111,33
C198,Jinsung T.E.C.,T1,Caterpillar Inc,Supplier,BoL,"Agriculture, Construction, and Mining Machinery Manufacturing",3331,33
C199,Tianjin Cmc Xiongfeng,T1,Caterpillar Inc,Supplier,BoL,Construction Machinery Manufacturing,333120,33
C200,Thompson Friction Welding Ltd,T1,Caterpillar Inc,Supplier,BoL,Welding and Soldering Equipment Manufacturing,333992,33
C201,Thiele Gmbh & Co Kg,T1,Caterpillar Inc,Supplier,BoL,Commercial and Service Industry Machinery Manufacturing,33331,33
C202,Industrias De Linamar Sa De Cv,T1,Caterpillar Inc,Supplier,BoL,Industrial Machinery Manufacturing,3332,33
C203,Finning Argentina S.a.,T1,Caterpillar Inc,Supplier,BoL,Other Industrial Machinery Manufacturing,333249,33
C204,Fimex Sa De Cv,T1,Caterpillar Inc,Supplier,BoL,Clay Building Material and Refractories Manufacturing,327120,32
C205,Fibet Rubber Bonding Group Uk Ltd,T1,Caterpillar Inc,Supplier,BoL,Adhesive Manufacturing,325520,32
C206,Fgw Latin America & Caribean,T1,Caterpillar Inc,Importer,BoL,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,42
C207,International Industria Automotiva,T1,Caterpillar Inc,Supplier,BoL,"Automotive Body, Paint, and Interior Repair and Maintenance",811121,81
C208,Tenneco Inc. (NYSE:TEN),T1,Caterpillar Inc,Supplier,SEC,Auto & Truck Parts,3363,33
C209,Iridium Communications Inc. (NasdaqGS:IRDM),T1,Caterpillar Inc,Distributor,SEC,Communications Equipment,3342,33
C210,Finning Chile Sa,T1,Caterpillar Inc,Supplier,BoL,Other Industrial Machinery Manufacturing,333249,33
C211,Bharat Forge Limited,T1,Caterpillar Inc,Supplier,BoL,Hardware Manufacturing,33251,33
C212,Jining Song Yue Construction,T1,Caterpillar Inc,Supplier,BoL,Construction Machinery Manufacturing,333120,33
C213,Suzhou Yehua Engineering Machinery,T1,Caterpillar Inc,Supplier,BoL,Industrial Machinery Manufacturing,3332,33
C214,Jiangsu Dongyue Construction,T1,Caterpillar Inc,Supplier,BoL,Construction Machinery Manufacturing,333120,33
C215,Ferreyros S a,T1,Caterpillar Inc,Supplier,BoL,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",532412,53
C216,Feat Industriale Div Feat Group,T1,Caterpillar Inc,Supplier,BoL,Forging and Stamping,33211,33
C217,Itau Unibanco S.A. New York Branch,T1,Caterpillar Inc,Lender,SEC,Regional Banks,522110,52
C218,"Sungbo Industrial Co.,Ltd",T1,Caterpillar Inc,Supplier,BoL,Motor Vehicle Parts Manufacturing,3363,33
C219,J.D. Theile Gmbh & Co Kg,T1,Caterpillar Inc,Supplier,BoL,Industrial Machinery Manufacturing,33324,33
